Nightlord,Shifting Earth,Map ID,Evergaol,Boss
77.0,Adel,Noklateo,Highroad,Nox Warriors
77.0,Adel,Noklateo,East of Lake,Beastmen of Farum Azula
77.0,Adel,Noklateo,Mistwood,Godskin Noble
77.0,Adel,Noklateo,Northeast Tunnel Entrance,Crystalians
78.0,Adel,Noklateo,Murkwater Terminus,Beastmen of Farum Azula
78.0,Adel,Noklateo,Stormhill,Godskin Apostle
78.0,Adel,Noklateo,Highroad,Beastly Brigade
78.0,Adel,Noklateo,East of Lake,Bloodhound Knight
78.0,Adel,Noklateo,Mistwood,Crucible Knight with Spear
78.0,Adel,Noklateo,Northeast Tunnel Entrance,Nox Warriors
79.0,Adel,Noklateo,Murkwater Terminus,Beastly Brigade
79.0,Adel,Noklateo,Stormhill,Banished Knights
79.0,Adel,Noklateo,Highroad,Beastmen of Farum Azula
79.0,Adel,Noklateo,East of Lake,Godskin Noble
79.0,Adel,Noklateo,Mistwood,Bloodhound Knight
79.0,Adel,Noklateo,Northeast Tunnel Entrance,Dragonkin Soldier
80.0,Gnoster,Default,Northwest of Lake,Bloodhound Knight
80.0,Gnoster,Default,Murkwater Terminus,Beastly Brigade
80.0,Gnoster,Default,Stormhill,Grave Warden Duelist
80.0,Gnoster,Default,Highroad,Godskin Apostle
80.0,Gnoster,Default,East of Lake,Nox Warriors
80.0,Gnoster,Default,Mistwood,Crystalians
80.0,Gnoster,Default,Northeast Tunnel Entrance,Crucible Knight with Sword
81.0,Gnoster,Default,Northwest of Lake,Crucible Knight with Sword
81.0,Gnoster,Default,Murkwater Terminus,Beastmen of Farum Azula
81.0,Gnoster,Default,Stormhill,Stoneskin Lords
81.0,Gnoster,Default,Highroad,Dragonkin Soldier
81.0,Gnoster,Default,East of Lake,Banished Knights
81.0,Gnoster,Default,Mistwood,Bloodhound Knight
81.0,Gnoster,Default,Northeast Tunnel Entrance,Beastly Brigade
82.0,Gnoster,Default,Northwest of Lake,Dragonkin Soldier
82.0,Gnoster,Default,Murkwater Terminus,Crucible Knight with Sword
82.0,Gnoster,Default,Stormhill,Crystalians
82.0,Gnoster,Default,Highroad,Omen
82.0,Gnoster,Default,East of Lake,Nox Warriors
82.0,Gnoster,Default,Mistwood,Grave Warden Duelist
82.0,Gnoster,Default,Northeast Tunnel Entrance,Banished Knights
83.0,Gnoster,Default,Northwest of Lake,Beastmen of Farum Azula
83.0,Gnoster,Default,Murkwater Terminus,Beastly Brigade
83.0,Gnoster,Default,Stormhill,Crystalians
83.0,Gnoster,Default,Highroad,Crucible Knight with Sword
83.0,Gnoster,Default,East of Lake,Stoneskin Lords
83.0,Gnoster,Default,Mistwood,Dragonkin Soldier
83.0,Gnoster,Default,Northeast Tunnel Entrance,Bloodhound Knight
84.0,Gnoster,Default,Northwest of Lake,Godskin Apostle
84.0,Gnoster,Default,Murkwater Terminus,Banished Knights
84.0,Gnoster,Default,Stormhill,Omen
84.0,Gnoster,Default,Highroad,Nox Warriors
84.0,Gnoster,Default,East of Lake,Crucible Knight with Spear
84.0,Gnoster,Default,Mistwood,Beastmen of Farum Azula
84.0,Gnoster,Default,Northeast Tunnel Entrance,Stoneskin Lords
85.0,Gnoster,Default,Northwest of Lake,Crucible Knight with Sword
85.0,Gnoster,Default,Murkwater Terminus,Grave Warden Duelist
85.0,Gnoster,Default,Stormhill,Nox Warriors
85.0,Gnoster,Default,Highroad,Crucible Knight with Spear
85.0,Gnoster,Default,East of Lake,Crystalians
85.0,Gnoster,Default,Mistwood,Godskin Duo
85.0,Gnoster,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
86.0,Gnoster,Default,Northwest of Lake,Beastly Brigade
86.0,Gnoster,Default,Murkwater Terminus,Godskin Noble
86.0,Gnoster,Default,Stormhill,Crystalians
86.0,Gnoster,Default,Highroad,Crucible Knight with Sword
86.0,Gnoster,Default,East of Lake,Banished Knights
86.0,Gnoster,Default,Mistwood,Omen
86.0,Gnoster,Default,Northeast Tunnel Entrance,Nox Warriors
87.0,Gnoster,Default,Northwest of Lake,Nox Warriors
87.0,Gnoster,Default,Murkwater Terminus,Crucible Knight with Sword
87.0,Gnoster,Default,Stormhill,Crystalians
87.0,Gnoster,Default,Highroad,Beastmen of Farum Azula
87.0,Gnoster,Default,East of Lake,Dragonkin Soldier
87.0,Gnoster,Default,Mistwood,Grave Warden Duelist
87.0,Gnoster,Default,Northeast Tunnel Entrance,Stoneskin Lords
88.0,Gnoster,Default,Northwest of Lake,Crucible Knight with Spear
88.0,Gnoster,Default,Murkwater Terminus,Omen
88.0,Gnoster,Default,Stormhill,Stoneskin Lords
88.0,Gnoster,Default,Highroad,Crystalians
88.0,Gnoster,Default,East of Lake,Grave Warden Duelist
88.0,Gnoster,Default,Mistwood,Bloodhound Knight
88.0,Gnoster,Default,Northeast Tunnel Entrance,Dragonkin Soldier
89.0,Gnoster,Default,Northwest of Lake,Banished Knights
89.0,Gnoster,Default,Murkwater Terminus,Crystalians
89.0,Gnoster,Default,Stormhill,Beastmen of Farum Azula
89.0,Gnoster,Default,Highroad,Crucible Knight with Spear
89.0,Gnoster,Default,East of Lake,Bloodhound Knight
89.0,Gnoster,Default,Mistwood,Crucible Knight with Sword
89.0,Gnoster,Default,Northeast Tunnel Entrance,Omen
90.0,Gnoster,Default,Northwest of Lake,Grave Warden Duelist
90.0,Gnoster,Default,Murkwater Terminus,Nox Warriors
90.0,Gnoster,Default,Stormhill,Omen
90.0,Gnoster,Default,Highroad,Bloodhound Knight
90.0,Gnoster,Default,East of Lake,Crucible Knight with Sword
90.0,Gnoster,Default,Mistwood,Stoneskin Lords
90.0,Gnoster,Default,Northeast Tunnel Entrance,Crucible Knight with Spear
91.0,Gnoster,Default,Northwest of Lake,Bloodhound Knight
91.0,Gnoster,Default,Murkwater Terminus,Dragonkin Soldier
91.0,Gnoster,Default,Stormhill,Godskin Duo
91.0,Gnoster,Default,Highroad,Beastmen of Farum Azula
91.0,Gnoster,Default,East of Lake,Godskin Apostle
91.0,Gnoster,Default,Mistwood,Banished Knights
91.0,Gnoster,Default,Northeast Tunnel Entrance,Grave Warden Duelist
92.0,Gnoster,Default,Northwest of Lake,Dragonkin Soldier
92.0,Gnoster,Default,Murkwater Terminus,Omen
92.0,Gnoster,Default,Stormhill,Stoneskin Lords
92.0,Gnoster,Default,Highroad,Banished Knights
92.0,Gnoster,Default,East of Lake,Godskin Noble
92.0,Gnoster,Default,Mistwood,Grave Warden Duelist
92.0,Gnoster,Default,Northeast Tunnel Entrance,Nox Warriors
93.0,Gnoster,Default,Northwest of Lake,Godskin Noble
93.0,Gnoster,Default,Murkwater Terminus,Grave Warden Duelist
93.0,Gnoster,Default,Stormhill,Omen
93.0,Gnoster,Default,Highroad,Crucible Knight with Sword
93.0,Gnoster,Default,East of Lake,Crystalians
93.0,Gnoster,Default,Mistwood,Stoneskin Lords
93.0,Gnoster,Default,Northeast Tunnel Entrance,Banished Knights
94.0,Gnoster,Default,Northwest of Lake,Dragonkin Soldier
94.0,Gnoster,Default,Murkwater Terminus,Grave Warden Duelist
94.0,Gnoster,Default,Stormhill,Crucible Knight with Spear
94.0,Gnoster,Default,Highroad,Crystalians
94.0,Gnoster,Default,East of Lake,Beastly Brigade
94.0,Gnoster,Default,Mistwood,Nox Warriors
94.0,Gnoster,Default,Northeast Tunnel Entrance,Stoneskin Lords
95.0,Gnoster,Default,Northwest of Lake,Beastmen of Farum Azula
95.0,Gnoster,Default,Murkwater Terminus,Beastly Brigade
95.0,Gnoster,Default,Stormhill,Stoneskin Lords
95.0,Gnoster,Default,Highroad,Nox Warriors
95.0,Gnoster,Default,East of Lake,Godskin Apostle
95.0,Gnoster,Default,Mistwood,Banished Knights
95.0,Gnoster,Default,Northeast Tunnel Entrance,Crucible Knight with Sword
96.0,Gnoster,Default,Northwest of Lake,Stoneskin Lords
96.0,Gnoster,Default,Murkwater Terminus,Nox Warriors
96.0,Gnoster,Default,Stormhill,Beastly Brigade
96.0,Gnoster,Default,Highroad,Dragonkin Soldier
96.0,Gnoster,Default,East of Lake,Banished Knights
96.0,Gnoster,Default,Mistwood,Grave Warden Duelist
96.0,Gnoster,Default,Northeast Tunnel Entrance,Godskin Apostle
97.0,Gnoster,Default,Northwest of Lake,Dragonkin Soldier
97.0,Gnoster,Default,Murkwater Terminus,Stoneskin Lords
97.0,Gnoster,Default,Stormhill,Nox Warriors
97.0,Gnoster,Default,Highroad,Crucible Knight with Spear
97.0,Gnoster,Default,East of Lake,Beastly Brigade
97.0,Gnoster,Default,Mistwood,Grave Warden Duelist
97.0,Gnoster,Default,Northeast Tunnel Entrance,Crystalians
98.0,Gnoster,Default,Northwest of Lake,Grave Warden Duelist
98.0,Gnoster,Default,Murkwater Terminus,Ancient Dragon
98.0,Gnoster,Default,Stormhill,Beastly Brigade
98.0,Gnoster,Default,Highroad,Godskin Noble
98.0,Gnoster,Default,East of Lake,Stoneskin Lords
98.0,Gnoster,Default,Mistwood,Nox Warriors
98.0,Gnoster,Default,Northeast Tunnel Entrance,Godskin Apostle
99.0,Gnoster,Default,Northwest of Lake,Godskin Noble
99.0,Gnoster,Default,Murkwater Terminus,Dragonkin Soldier
99.0,Gnoster,Default,Stormhill,Godskin Duo
99.0,Gnoster,Default,Highroad,Beastly Brigade
99.0,Gnoster,Default,East of Lake,Nox Warriors
99.0,Gnoster,Default,Mistwood,Crystalians
99.0,Gnoster,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
100.0,Gnoster,Mountaintop,Northwest of Lake,Banished Knights
100.0,Gnoster,Mountaintop,East of Lake,Grave Warden Duelist
100.0,Gnoster,Mountaintop,Mistwood,Godskin Noble
100.0,Gnoster,Mountaintop,Northeast Tunnel Entrance,Stoneskin Lords
101.0,Gnoster,Mountaintop,Northwest of Lake,Nox Warriors
101.0,Gnoster,Mountaintop,East of Lake,Crystalians
101.0,Gnoster,Mountaintop,Mistwood,Grave Warden Duelist
101.0,Gnoster,Mountaintop,Northeast Tunnel Entrance,Crucible Knight with Sword
102.0,Gnoster,Mountaintop,Northwest of Lake,Nox Warriors
102.0,Gnoster,Mountaintop,East of Lake,Godskin Apostle
102.0,Gnoster,Mountaintop,Mistwood,Crystalians
102.0,Gnoster,Mountaintop,Northeast Tunnel Entrance,Beastly Brigade
103.0,Gnoster,Mountaintop,Northwest of Lake,Stoneskin Lords
103.0,Gnoster,Mountaintop,East of Lake,Crystalians
103.0,Gnoster,Mountaintop,Mistwood,Beastly Brigade
103.0,Gnoster,Mountaintop,Northeast Tunnel Entrance,Crucible Knight with Sword
104.0,Gnoster,Mountaintop,Northwest of Lake,Dragonkin Soldier
104.0,Gnoster,Mountaintop,East of Lake,Nox Warriors
104.0,Gnoster,Mountaintop,Mistwood,Bloodhound Knight
104.0,Gnoster,Mountaintop,Northeast Tunnel Entrance,Beastmen of Farum Azula
105.0,Gnoster,Crater,Northwest of Lake,Godskin Apostle
105.0,Gnoster,Crater,Stormhill,Nox Warriors
105.0,Gnoster,Crater,East of Lake,Beastly Brigade
105.0,Gnoster,Crater,Mistwood,Banished Knights
106.0,Gnoster,Crater,Northwest of Lake,Crucible Knight with Sword
106.0,Gnoster,Crater,Stormhill,Omen
106.0,Gnoster,Crater,East of Lake,Banished Knights
106.0,Gnoster,Crater,Mistwood,Nox Warriors
107.0,Gnoster,Crater,Northwest of Lake,Crucible Knight with Sword
107.0,Gnoster,Crater,Stormhill,Nox Warriors
107.0,Gnoster,Crater,East of Lake,Omen
107.0,Gnoster,Crater,Mistwood,Banished Knights
108.0,Gnoster,Crater,Northwest of Lake,Crystalians
108.0,Gnoster,Crater,Stormhill,Omen
108.0,Gnoster,Crater,East of Lake,Banished Knights
108.0,Gnoster,Crater,Mistwood,Godskin Noble
109.0,Gnoster,Crater,Northwest of Lake,Nox Warriors
109.0,Gnoster,Crater,Stormhill,Death Rite Bird
109.0,Gnoster,Crater,East of Lake,Omen
109.0,Gnoster,Crater,Mistwood,Crucible Knight with Spear
110.0,Gnoster,Rotted Woods,Northwest of Lake,Crucible Knight with Sword
110.0,Gnoster,Rotted Woods,Murkwater Terminus,Beastmen of Farum Azula
110.0,Gnoster,Rotted Woods,Stormhill,Godskin Apostle
110.0,Gnoster,Rotted Woods,Highroad,Bloodhound Knight
110.0,Gnoster,Rotted Woods,Mistwood,Stoneskin Lords
110.0,Gnoster,Rotted Woods,Northeast Tunnel Entrance,Omen
111.0,Gnoster,Rotted Woods,Northwest of Lake,Grave Warden Duelist
111.0,Gnoster,Rotted Woods,Murkwater Terminus,Nox Warriors
111.0,Gnoster,Rotted Woods,Stormhill,Bloodhound Knight
111.0,Gnoster,Rotted Woods,Highroad,Omen
111.0,Gnoster,Rotted Woods,Mistwood,Godskin Noble
111.0,Gnoster,Rotted Woods,Northeast Tunnel Entrance,Dragonkin Soldier
112.0,Gnoster,Rotted Woods,Northwest of Lake,Stoneskin Lords
112.0,Gnoster,Rotted Woods,Murkwater Terminus,Death Rite Bird
112.0,Gnoster,Rotted Woods,Stormhill,Nox Warriors
112.0,Gnoster,Rotted Woods,Highroad,Godskin Noble
112.0,Gnoster,Rotted Woods,Mistwood,Beastly Brigade
112.0,Gnoster,Rotted Woods,Northeast Tunnel Entrance,Crucible Knight with Spear
113.0,Gnoster,Rotted Woods,Northwest of Lake,Beastmen of Farum Azula
113.0,Gnoster,Rotted Woods,Murkwater Terminus,Stoneskin Lords
113.0,Gnoster,Rotted Woods,Stormhill,Banished Knights
113.0,Gnoster,Rotted Woods,Highroad,Crucible Knight with Sword
113.0,Gnoster,Rotted Woods,Mistwood,Crucible Knight with Spear
113.0,Gnoster,Rotted Woods,Northeast Tunnel Entrance,Death Rite Bird
114.0,Gnoster,Rotted Woods,Northwest of Lake,Omen
114.0,Gnoster,Rotted Woods,Murkwater Terminus,Beastmen of Farum Azula
114.0,Gnoster,Rotted Woods,Stormhill,Dragonkin Soldier
114.0,Gnoster,Rotted Woods,Highroad,Bloodhound Knight
114.0,Gnoster,Rotted Woods,Mistwood,Crystalians
114.0,Gnoster,Rotted Woods,Northeast Tunnel Entrance,Crucible Knight with Sword
115.0,Gnoster,Noklateo,Murkwater Terminus,Omen
115.0,Gnoster,Noklateo,Stormhill,Bloodhound Knight
115.0,Gnoster,Noklateo,Highroad,Beastmen of Farum Azula
115.0,Gnoster,Noklateo,East of Lake,Godskin Noble
115.0,Gnoster,Noklateo,Mistwood,Dragonkin Soldier
115.0,Gnoster,Noklateo,Northeast Tunnel Entrance,Stoneskin Lords
116.0,Gnoster,Noklateo,Murkwater Terminus,Crystalians
116.0,Gnoster,Noklateo,Stormhill,Grave Warden Duelist
116.0,Gnoster,Noklateo,Highroad,Crucible Knight with Sword
116.0,Gnoster,Noklateo,East of Lake,Nox Warriors
116.0,Gnoster,Noklateo,Mistwood,Godskin Noble
116.0,Gnoster,Noklateo,Northeast Tunnel Entrance,Beastmen of Farum Azula
117.0,Gnoster,Noklateo,Murkwater Terminus,Banished Knights
117.0,Gnoster,Noklateo,Stormhill,Beastly Brigade
117.0,Gnoster,Noklateo,Highroad,Godskin Noble
117.0,Gnoster,Noklateo,East of Lake,Bloodhound Knight
117.0,Gnoster,Noklateo,Mistwood,Beastmen of Farum Azula
117.0,Gnoster,Noklateo,Northeast Tunnel Entrance,Crucible Knight with Spear
118.0,Gnoster,Noklateo,Murkwater Terminus,Godskin Duo
118.0,Gnoster,Noklateo,Stormhill,Nox Warriors
118.0,Gnoster,Noklateo,Highroad,Grave Warden Duelist
118.0,Gnoster,Noklateo,East of Lake,Crucible Knight with Sword
118.0,Gnoster,Noklateo,Mistwood,Banished Knights
118.0,Gnoster,Noklateo,Northeast Tunnel Entrance,Godskin Noble
119.0,Gnoster,Noklateo,Murkwater Terminus,Beastly Brigade
119.0,Gnoster,Noklateo,Stormhill,Nox Warriors
119.0,Gnoster,Noklateo,Highroad,Crucible Knight with Sword
119.0,Gnoster,Noklateo,East of Lake,Beastmen of Farum Azula
119.0,Gnoster,Noklateo,Mistwood,Godskin Noble
119.0,Gnoster,Noklateo,Northeast Tunnel Entrance,Bloodhound Knight
120.0,Maris,Default,Northwest of Lake,Nox Warriors
120.0,Maris,Default,Murkwater Terminus,Omen
120.0,Maris,Default,Stormhill,Dragonkin Soldier
120.0,Maris,Default,Highroad,Stoneskin Lords
120.0,Maris,Default,East of Lake,Banished Knights
120.0,Maris,Default,Mistwood,Beastmen of Farum Azula
120.0,Maris,Default,Northeast Tunnel Entrance,Crucible Knight with Sword
121.0,Maris,Default,Northwest of Lake,Banished Knights
121.0,Maris,Default,Murkwater Terminus,Beastly Brigade
121.0,Maris,Default,Stormhill,Nox Warriors
121.0,Maris,Default,Highroad,Stoneskin Lords
121.0,Maris,Default,East of Lake,Crucible Knight with Spear
121.0,Maris,Default,Mistwood,Crucible Knight with Sword
121.0,Maris,Default,Northeast Tunnel Entrance,Omen
122.0,Maris,Default,Northwest of Lake,Beastly Brigade
122.0,Maris,Default,Murkwater Terminus,Grave Warden Duelist
122.0,Maris,Default,Stormhill,Crucible Knight with Sword
122.0,Maris,Default,Highroad,Banished Knights
122.0,Maris,Default,East of Lake,Nox Warriors
122.0,Maris,Default,Mistwood,Stoneskin Lords
122.0,Maris,Default,Northeast Tunnel Entrance,Dragonkin Soldier
123.0,Maris,Default,Northwest of Lake,Grave Warden Duelist
123.0,Maris,Default,Murkwater Terminus,Stoneskin Lords
123.0,Maris,Default,Stormhill,Beastly Brigade
123.0,Maris,Default,Highroad,Nox Warriors
123.0,Maris,Default,East of Lake,Crucible Knight with Spear
123.0,Maris,Default,Mistwood,Crystalians
123.0,Maris,Default,Northeast Tunnel Entrance,Crucible Knight with Sword
124.0,Maris,Default,Northwest of Lake,Crystalians
124.0,Maris,Default,Murkwater Terminus,Crucible Knight with Spear
124.0,Maris,Default,Stormhill,Beastly Brigade
124.0,Maris,Default,Highroad,Omen
124.0,Maris,Default,East of Lake,Godskin Noble
124.0,Maris,Default,Mistwood,Banished Knights
124.0,Maris,Default,Northeast Tunnel Entrance,Stoneskin Lords
125.0,Maris,Default,Northwest of Lake,Omen
125.0,Maris,Default,Murkwater Terminus,Crucible Knight with Spear
125.0,Maris,Default,Stormhill,Stoneskin Lords
125.0,Maris,Default,Highroad,Dragonkin Soldier
125.0,Maris,Default,East of Lake,Crystalians
125.0,Maris,Default,Mistwood,Beastly Brigade
125.0,Maris,Default,Northeast Tunnel Entrance,Bloodhound Knight
126.0,Maris,Default,Northwest of Lake,Beastly Brigade
126.0,Maris,Default,Murkwater Terminus,Stoneskin Lords
126.0,Maris,Default,Stormhill,Godskin Noble
126.0,Maris,Default,Highroad,Crystalians
126.0,Maris,Default,East of Lake,Dragonkin Soldier
126.0,Maris,Default,Mistwood,Bloodhound Knight
126.0,Maris,Default,Northeast Tunnel Entrance,Grave Warden Duelist
127.0,Maris,Default,Northwest of Lake,Beastly Brigade
127.0,Maris,Default,Murkwater Terminus,Crucible Knight with Sword
127.0,Maris,Default,Stormhill,Nox Warriors
127.0,Maris,Default,Highroad,Beastmen of Farum Azula
127.0,Maris,Default,East of Lake,Godskin Noble
127.0,Maris,Default,Mistwood,Stoneskin Lords
127.0,Maris,Default,Northeast Tunnel Entrance,Crystalians
128.0,Maris,Default,Northwest of Lake,Crucible Knight with Sword
128.0,Maris,Default,Murkwater Terminus,Crystalians
128.0,Maris,Default,Stormhill,Crucible Knight with Spear
128.0,Maris,Default,Highroad,Banished Knights
128.0,Maris,Default,East of Lake,Grave Warden Duelist
128.0,Maris,Default,Mistwood,Beastmen of Farum Azula
128.0,Maris,Default,Northeast Tunnel Entrance,Stoneskin Lords
129.0,Maris,Default,Northwest of Lake,Crystalians
129.0,Maris,Default,Murkwater Terminus,Grave Warden Duelist
129.0,Maris,Default,Stormhill,Crucible Knight with Spear
129.0,Maris,Default,Highroad,Stoneskin Lords
129.0,Maris,Default,East of Lake,Nox Warriors
129.0,Maris,Default,Mistwood,Godskin Apostle
129.0,Maris,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
130.0,Maris,Default,Northwest of Lake,Godskin Noble
130.0,Maris,Default,Murkwater Terminus,Grave Warden Duelist
130.0,Maris,Default,Stormhill,Banished Knights
130.0,Maris,Default,Highroad,Crucible Knight with Spear
130.0,Maris,Default,East of Lake,Beastly Brigade
130.0,Maris,Default,Mistwood,Bloodhound Knight
130.0,Maris,Default,Northeast Tunnel Entrance,Godskin Duo
131.0,Maris,Default,Northwest of Lake,Stoneskin Lords
131.0,Maris,Default,Murkwater Terminus,Beastmen of Farum Azula
131.0,Maris,Default,Stormhill,Crucible Knight with Spear
131.0,Maris,Default,Highroad,Banished Knights
131.0,Maris,Default,East of Lake,Omen
131.0,Maris,Default,Mistwood,Godskin Noble
131.0,Maris,Default,Northeast Tunnel Entrance,Crystalians
132.0,Maris,Default,Northwest of Lake,Crystalians
132.0,Maris,Default,Murkwater Terminus,Dragonkin Soldier
132.0,Maris,Default,Stormhill,Crucible Knight with Sword
132.0,Maris,Default,Highroad,Nox Warriors
132.0,Maris,Default,East of Lake,Grave Warden Duelist
132.0,Maris,Default,Mistwood,Ancient Dragon
132.0,Maris,Default,Northeast Tunnel Entrance,Beastly Brigade
133.0,Maris,Default,Northwest of Lake,Grave Warden Duelist
133.0,Maris,Default,Murkwater Terminus,Bloodhound Knight
133.0,Maris,Default,Stormhill,Nox Warriors
133.0,Maris,Default,Highroad,Godskin Noble
133.0,Maris,Default,East of Lake,Banished Knights
133.0,Maris,Default,Mistwood,Crucible Knight with Sword
133.0,Maris,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
134.0,Maris,Default,Northwest of Lake,Grave Warden Duelist
134.0,Maris,Default,Murkwater Terminus,Dragonkin Soldier
134.0,Maris,Default,Stormhill,Bloodhound Knight
134.0,Maris,Default,Highroad,Crucible Knight with Spear
134.0,Maris,Default,East of Lake,Beastly Brigade
134.0,Maris,Default,Mistwood,Crystalians
134.0,Maris,Default,Northeast Tunnel Entrance,Stoneskin Lords
135.0,Maris,Default,Northwest of Lake,Stoneskin Lords
135.0,Maris,Default,Murkwater Terminus,Bloodhound Knight
135.0,Maris,Default,Stormhill,Godskin Noble
135.0,Maris,Default,Highroad,Omen
135.0,Maris,Default,East of Lake,Godskin Apostle
135.0,Maris,Default,Mistwood,Crystalians
135.0,Maris,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
136.0,Maris,Default,Northwest of Lake,Godskin Apostle
136.0,Maris,Default,Murkwater Terminus,Beastly Brigade
136.0,Maris,Default,Stormhill,Bloodhound Knight
136.0,Maris,Default,Highroad,Grave Warden Duelist
136.0,Maris,Default,East of Lake,Stoneskin Lords
136.0,Maris,Default,Mistwood,Death Rite Bird
136.0,Maris,Default,Northeast Tunnel Entrance,Crucible Knight with Sword
137.0,Maris,Default,Northwest of Lake,Crystalians
137.0,Maris,Default,Murkwater Terminus,Grave Warden Duelist
137.0,Maris,Default,Stormhill,Bloodhound Knight
137.0,Maris,Default,Highroad,Godskin Apostle
137.0,Maris,Default,East of Lake,Omen
137.0,Maris,Default,Mistwood,Banished Knights
137.0,Maris,Default,Northeast Tunnel Entrance,Dragonkin Soldier
138.0,Maris,Default,Northwest of Lake,Crystalians
138.0,Maris,Default,Murkwater Terminus,Crucible Knight with Spear
138.0,Maris,Default,Stormhill,Godskin Duo
138.0,Maris,Default,Highroad,Omen
138.0,Maris,Default,East of Lake,Beastly Brigade
138.0,Maris,Default,Mistwood,Godskin Apostle
138.0,Maris,Default,Northeast Tunnel Entrance,Banished Knights
139.0,Maris,Default,Northwest of Lake,Grave Warden Duelist
139.0,Maris,Default,Murkwater Terminus,Ancient Dragon
139.0,Maris,Default,Stormhill,Nox Warriors
139.0,Maris,Default,Highroad,Crucible Knight with Sword
139.0,Maris,Default,East of Lake,Dragonkin Soldier
139.0,Maris,Default,Mistwood,Beastly Brigade
139.0,Maris,Default,Northeast Tunnel Entrance,Crystalians
140.0,Maris,Mountaintop,Northwest of Lake,Godskin Apostle
140.0,Maris,Mountaintop,East of Lake,Crystalians
140.0,Maris,Mountaintop,Mistwood,Bloodhound Knight
140.0,Maris,Mountaintop,Northeast Tunnel Entrance,Omen
141.0,Maris,Mountaintop,Northwest of Lake,Crucible Knight with Sword
141.0,Maris,Mountaintop,East of Lake,Beastmen of Farum Azula
141.0,Maris,Mountaintop,Mistwood,Crystalians
141.0,Maris,Mountaintop,Northeast Tunnel Entrance,Ancient Dragon
142.0,Maris,Mountaintop,Northwest of Lake,Stoneskin Lords
142.0,Maris,Mountaintop,East of Lake,Godskin Noble
142.0,Maris,Mountaintop,Mistwood,Crystalians
142.0,Maris,Mountaintop,Northeast Tunnel Entrance,Grave Warden Duelist
143.0,Maris,Mountaintop,Northwest of Lake,Banished Knights
143.0,Maris,Mountaintop,East of Lake,Godskin Apostle
143.0,Maris,Mountaintop,Mistwood,Grave Warden Duelist
143.0,Maris,Mountaintop,Northeast Tunnel Entrance,Nox Warriors
144.0,Maris,Mountaintop,Northwest of Lake,Beastmen of Farum Azula
144.0,Maris,Mountaintop,East of Lake,Bloodhound Knight
144.0,Maris,Mountaintop,Mistwood,Stoneskin Lords
144.0,Maris,Mountaintop,Northeast Tunnel Entrance,Godskin Apostle
145.0,Maris,Crater,Northwest of Lake,Stoneskin Lords
145.0,Maris,Crater,Stormhill,Godskin Noble
145.0,Maris,Crater,East of Lake,Banished Knights
145.0,Maris,Crater,Mistwood,Beastly Brigade
146.0,Maris,Crater,Northwest of Lake,Crucible Knight with Spear
146.0,Maris,Crater,Stormhill,Nox Warriors
146.0,Maris,Crater,East of Lake,Beastmen of Farum Azula
146.0,Maris,Crater,Mistwood,Crystalians
147.0,Maris,Crater,Northwest of Lake,Banished Knights
147.0,Maris,Crater,Stormhill,Beastmen of Farum Azula
147.0,Maris,Crater,East of Lake,Dragonkin Soldier
147.0,Maris,Crater,Mistwood,Bloodhound Knight
148.0,Maris,Crater,Northwest of Lake,Bloodhound Knight
148.0,Maris,Crater,Stormhill,Omen
148.0,Maris,Crater,East of Lake,Crystalians
148.0,Maris,Crater,Mistwood,Dragonkin Soldier
149.0,Maris,Crater,Northwest of Lake,Crystalians
149.0,Maris,Crater,Stormhill,Godskin Noble
149.0,Maris,Crater,East of Lake,Stoneskin Lords
149.0,Maris,Crater,Mistwood,Omen
150.0,Maris,Rotted Woods,Northwest of Lake,Beastmen of Farum Azula
150.0,Maris,Rotted Woods,Murkwater Terminus,Godskin Noble
150.0,Maris,Rotted Woods,Stormhill,Banished Knights
150.0,Maris,Rotted Woods,Highroad,Crucible Knight with Spear
150.0,Maris,Rotted Woods,Mistwood,Stoneskin Lords
150.0,Maris,Rotted Woods,Northeast Tunnel Entrance,Grave Warden Duelist
151.0,Maris,Rotted Woods,Northwest of Lake,Bloodhound Knight
151.0,Maris,Rotted Woods,Murkwater Terminus,Nox Warriors
151.0,Maris,Rotted Woods,Stormhill,Grave Warden Duelist
151.0,Maris,Rotted Woods,Highroad,Crucible Knight with Sword
151.0,Maris,Rotted Woods,Mistwood,Crucible Knight with Spear
151.0,Maris,Rotted Woods,Northeast Tunnel Entrance,Omen
152.0,Maris,Rotted Woods,Northwest of Lake,Godskin Noble
152.0,Maris,Rotted Woods,Murkwater Terminus,Banished Knights
152.0,Maris,Rotted Woods,Stormhill,Nox Warriors
152.0,Maris,Rotted Woods,Highroad,Beastmen of Farum Azula
152.0,Maris,Rotted Woods,Mistwood,Godskin Apostle
152.0,Maris,Rotted Woods,Northeast Tunnel Entrance,Grave Warden Duelist
153.0,Maris,Rotted Woods,Northwest of Lake,Stoneskin Lords
153.0,Maris,Rotted Woods,Murkwater Terminus,Godskin Noble
153.0,Maris,Rotted Woods,Stormhill,Crystalians
